class,text,text_id,ekphrasis_clean_text,basic_clean_text
2,"@yuva_raj3091 @Ranidreams @ROMI13343316 Ye bahenchod, achhe khase Lund ko bekar karenge... itna bada risk le rahe hain...",pmathur_85,"<user> <user> <user> yeah bahenchod , achhe khase lund knock out bekar karenge . <repeated> itna bada risk le rahe hain . <repeated>","user user user yeah bahenchod , achhe khase lund knock out bekar karenge . itna bada risk rahe hain ."
2,RT @is_enticing: kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,pmathur_86,rt <user> : kya zindagi h yaar bahenchod . \ ndimag khrb . \ nice game m sb k sb . \ ngood night .,user : kya zindagi yaar bahenchod . \ ndimag khrb . \ nice game . \ ngood night .
2,RT @lil_unsteady: Ladke wale: kya karti hai aapki beti?\nLadki k papa: Twitter par logo ko bahenchod bolkar gender equality me apna yogdan d\xe2\x80\xa6,pmathur_87,rt <user> : ladke wale : kya karti hello aapki beti ? \ nladki k papa : twitter par logo knock out bahenchod bolkar gender equality me apna yogdan d \ xe2 \ x80 \ xa6,user : ladke wale : kya karti hello aapki beti ? \ nladki papa : twitter par logo knock out bahenchod bolkar gender equality apna yogdan \ xe2 \ x80 \ xa6
2,kya zindagi h yaar bahenchod.  \ndimag khrb. \ng m sb k sb.  \ngood night.,pmathur_88,kya zindagi h yaar bahenchod . \ ndimag khrb . \ nice game m sb k sb . \ ngood night .,kya zindagi yaar bahenchod . \ ndimag khrb . \ nice game . \ ngood night .
2,RT @AditShinde2: @BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa,pmathur_89,rt <user> : <user> abe bahenchod kuch to sharam kar san be dekha hello \ n \ n <hashtag> fixed winner shilpa </hashtag>,user : user abe bahenchod kuch sharam kar san dekha hello \ \ fixed winner shilpa
0,RT @dilwala_SRK: @ISrkfanOnly @SRKsRider @SRKswarrior1 @being_tiger_ HNY k time pe 15000 kamaya tha maine..is baar payment nahi de rahe hai\xe2\x80\xa6,pmathur_90,rt <user> : <user> <user> <user> <user> <allcaps> hny </allcaps> k time pe <number> kamaya the maine . <repeated> is baar payment nahi de rahe hello \ xe2 \ x80 \ xa6,user : user user user user hny time kamaya the maine . baar payment nahi rahe hello \ xe2 \ x80 \ xa6
2,@BiggBossNewz Ache Se Dekh Le Bahenchod https://t.co/1Smek5Fcl4,pmathur_91,<user> ache se dekh le bahenchod <url>,user ache dekh bahenchod
2,MADARCHOD LOG \n\nBAHENCHOD LOG\n\nRAT KO MOTORBIKE ME SE PETROL \nCHURANE WALE LOG,pmathur_92,<allcaps> madarchod log </allcaps> \ n \ nbahenchod <allcaps> log </allcaps> \ n \ nrat <allcaps> knock out motorbike me se petrol </allcaps> \ nchurane <allcaps> wale log </allcaps>,madarchod log \ \ nbahenchod log \ \ nrat knock out motorbike petrol \ nchurane wale log
2,@airtelindia bahenchod..\n Why getting lots of ad in your Wynk music app. Pure mood ki maa behen kr dete h ...,pmathur_93,<user> bahenchod . <repeated> \ n why getting lots of ad in your wynk music application . pure mood ki maa behen kr dete h . <repeated>,user bahenchod . \ why getting lots your wynk music application . pure mood maa behen dete .
2,"@Robin_GoodX they don\'t know there is a word called ""BahenChod""",pmathur_94,"<user> they denial of normal \ ' t know there is a word called "" bahenchod ""","user they denial of normal \ ' know there word called "" bahenchod """
2,@Bas1King  ok hand sign,pmathur_95,<user> okay hand sign,user okay hand sign
2,@justinlouisbrad @beersbiebs Bahenchod. Aaukad mein rah.,pmathur_96,<user> <user> bahenchod . aaukad mein rah .,user user bahenchod . aaukad mein rah .
2,"RT @Bakchod_Choro: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De",pmathur_97,"rt <user> : friend - bhai me apne bete Kick ass kya naam rakhu jo sabki zubaan pe rahe \ n \ enemy - "" bahenchod "" rakh de","user : friend - bhai apne bete Kick ass kya naam rakhu sabki zubaan rahe \ \ enemy - "" bahenchod "" rakh"
2,"@KenRoth U idiot, what d fuck ur fucking human rights watch z watching in Baluchistan? U motherfuckers shd close ur\xe2\x80\xa6 https://t.co/usrCp7pEat",pmathur_98,"<user> u idiot , what d fuck your fucking human rights watch z watching in baluchistan ? u motherfuckers should close your \ xe2 \ x80 \ xa6 <url>","user idiot , what fuck your fucking human rights watch watching baluchistan ? motherfuckers should close your \ xe2 \ x80 \ xa6"
2,Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING,pmathur_99,anushka : baby tum mujhe shadi bad keep it simple nam se bulao gay ? \ n \ nvirat : bahenchod \ n \ n <hashtag> virushka wedding </hashtag>,anushka : baby tum mujhe shadi bad keep it simple nam bulao gay ? \ \ nvirat : bahenchod \ \ virushka wedding
2,@AvijitEmmi Bahenchod .... experienced lagte ho bhai bhot face with tears of joy,pmathur_100,<user> bahenchod . <repeated> experienced lagte hold on bhai bhot face with tears of joy,user bahenchod . experienced lagte hold on bhai bhot face with tears joy
2,@behenchodabhay @sarita_beta @parvatikhan2 @shikhaask5 Bahenchod sale bra nahi mangege tere bahen ki chuchi masal k\xe2\x80\xa6 https://t.co/iQB05N44Qd,pmathur_101,<user> <user> <user> <user> bahenchod sale bra nahi mangege tere bahen ki chuchi masal k \ xe2 \ x80 \ xa6 <url>,user user user user bahenchod sale bra nahi mangege tere bahen chuchi masal \ xe2 \ x80 \ xa6
2,Or koi gaali bhi nahi dega bahenchod face with tears of joy,pmathur_102,or koi gaali bhi nahi dega bahenchod face with tears of joy,koi gaali bhi nahi dega bahenchod face with tears joy
2,@Mehreenansari95 @ColorsTV @JJROCKXX @eyehinakhan Yeh Dekho Bahenchod Ko Fake Id Chala Raha Hai,pmathur_103,<user> <user> <user> <user> yeh dekho bahenchod knock out fake id chala raha hello,user user user user yeh dekho bahenchod knock out fake chala raha hello
0,RT @is_enticing: chalo acha h tumhare dost tumhare birthday ka countdown kar rahe h.\nbut iska mtlb yeh thodi h ki uska ss le k tum story da\xe2\x80\xa6,pmathur_104,rt <user> : chalo acha h tumhare dost tumhare birthday Kick ass countdown kar rahe h . \ nbut iska mtlb yeh thodi h ki uska screenshot le k tum story the \ xe2 \ x80 \ xa6,user : chalo acha tumhare dost tumhare birthday Kick ass countdown kar rahe . \ nbut iska mtlb yeh thodi uska screenshot tum story the \ xe2 \ x80 \ xa6
2,@akramtyagi @BSF_India @rajnathsingh @Uppolice @moradabadpolice @myogiadityanath Pata nahi aise sanghi kutte ko bha\xe2\x80\xa6 https://t.co/n2PLeOgW0v,pmathur_105,<user> <user> <user> <user> <user> <user> pata nahi aise sanghi kutte knock out bha \ xe2 \ x80 \ xa6 <url>,user user user user user user pata nahi aise sanghi kutte knock out bha \ xe2 \ x80 \ xa6
2,RT @mdawaisi92: Anushka: baby tum mujhe shadi bad kis nam se bulao gey?\n\nVirat: bahenchod\n\n#VirushkaWEDDING,pmathur_106,rt <user> : anushka : baby tum mujhe shadi bad keep it simple nam se bulao gay ? \ n \ nvirat : bahenchod \ n \ n <hashtag> virushka wedding </hashtag>,user : anushka : baby tum mujhe shadi bad keep it simple nam bulao gay ? \ \ nvirat : bahenchod \ \ virushka wedding
2,@vishalIncest Bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sAli ko ghutno par bithuga n kutiya ba\xe2\x80\xa6 https://t.co/l77siKqVIk,pmathur_107,<user> bahenchod sale bra nahi mangege tere bahen ki chuchi masal kar sali knock out ghutno par bithuga n kutiya ba \ xe2 \ x80 \ xa6 <url>,user bahenchod sale bra nahi mangege tere bahen chuchi masal kar sali knock out ghutno par bithuga kutiya \ xe2 \ x80 \ xa6
2,@deep_tejani @BiggBossCritic1 Are Bhai Apne Bahen Ka Nhi Banaya Kya Uska Bhi Bana Ke Dalna Tha Na Bahenchod Naale Me Paida Hua Kya,pmathur_108,<user> <user> are bhai apne bahen Kick ass nhi banaya kya uska bhi bana ke dalna the not applicable bahenchod naale me paida hua kya,user user are bhai apne bahen Kick ass nhi banaya kya uska bhi bana dalna the not applicable bahenchod naale paida hua kya
2,"Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De",pmathur_109,"friend - bhai me apne bete Kick ass kya naam rakhu jo sabki zubaan pe rahe \ n \ enemy - "" bahenchod "" rakh de","friend - bhai apne bete Kick ass kya naam rakhu sabki zubaan rahe \ \ enemy - "" bahenchod "" rakh"
2,@BenafshaSoona Abe Bahenchod kuch To Sharam Kar San Be Dekha Hai \n\n#FixedWinnerShilpa,pmathur_110,<user> abe bahenchod kuch to sharam kar san be dekha hello \ n \ n <hashtag> fixed winner shilpa </hashtag>,user abe bahenchod kuch sharam kar san dekha hello \ \ fixed winner shilpa
2,"RT @The_Sonu_Gujjar: Friend - Bhai Me Apne Bete Ka Kya Naam Rakhu Jo Sabki Zubaan Pe Rahe \n\nMe -  "" Bahenchod "" Rakh De",pmathur_111,"rt <user> : friend - bhai me apne bete Kick ass kya naam rakhu jo sabki zubaan pe rahe \ n \ enemy - "" bahenchod "" rakh de","user : friend - bhai apne bete Kick ass kya naam rakhu sabki zubaan rahe \ \ enemy - "" bahenchod "" rakh"
2,"Bahenchod this is the saddest thing, girl ready to do anything to help a guy sleep  pouting face",pmathur_112,"bahenchod this is the saddest thing , girl ready to do anything to help a guy sleep pouting face","bahenchod this the saddest thing , girl ready anything help guy sleep pouting face"
2,@OfficeOfRG Bahenchod 65 saal TK apni maa chudwa rahe the tum log,pmathur_113,<user> bahenchod <number> saal team kill apni maa chudwa rahe the tum log,user bahenchod saal team kill apni maa chudwa rahe the tum log
2,"@OfficeOfRG maadarchod tu dusaro ko chhod, tujhe gandhi family ka aisho-aaram mil raha hai. bahenchod dusaro ki fik\xe2\x80\xa6 https://t.co/JGPOSYKJXl",pmathur_114,"<user> maadarchod thank you dusaro knock out chhod , tujhe gandhi family Kick ass aisho - aaram mil raha hello . bahenchod dusaro ki fik \ xe2 \ x80 \ xa6 <url>","user maadarchod thank you dusaro knock out chhod , tujhe gandhi family Kick ass aisho - aaram mil raha hello . bahenchod dusaro fik \ xe2 \ x80 \ xa6"
2,@DrGPradhan Bahenchod laal chaddi goons,pmathur_115,<user> bahenchod laal chaddi goons,user bahenchod laal chaddi goons
0,Badir just announced their funding statistics for their emerging startups in Saudi Arabia\nhttps://t.co/si2Cq9KVcx\n#Startup #News #Tech,pmathur_116,badir just announced their funding statistics for their emerging startups in saudi arabia \ n <url> <hashtag> news </hashtag> <hashtag> tech </hashtag>,badir just announced their funding statistics for their emerging startups saudi arabia \ news tech
2,"@attorneybharti @ArvindKejriwal Saala Bhadva Chandi ke Mukut dene waley ki shaadi me hi jata hai,isliye log ko pata\xe2\x80\xa6 https://t.co/0XyCk8onXP",pmathur_117,"<user> <user> saala bhadva chandi ke mukut dene waley ki shaadi me hi jata hello , isliye log knock out pata \ xe2 \ x80 \ xa6 <url>","user user saala bhadva chandi mukut dene waley shaadi jata hello , isliye log knock out pata \ xe2 \ x80 \ xa6"
2,@rohanrgupta bhadve @TodaysChanakya ne teri bhadva giri sabko bata di #Shame,pmathur_118,<user> bhadve <user> any teri bhadva giri sabko bata di <hashtag> shame </hashtag>,user bhadve user any teri bhadva giri sabko bata shame
2,RT @BehalPushkar: @TheKaranPatel Neem ka pta kadva hai karan patel bhadva hai face with tears of joy,pmathur_119,rt <user> : <user> neem Kick ass pta kadva hello karan patel bhadva hello face with tears of joy,user : user neem Kick ass pta kadva hello karan patel bhadva hello face with tears joy
2,RT @APSodha1: @SirRavishKumar Bhadva jnta party \nBjp nhi \nSale kutto,pmathur_120,rt <user> : <user> bhadva jnta party \ nbjp nhi \ nsale kutto,user : user bhadva jnta party \ nbjp nhi \ nsale kutto
2,Lukachut bhadva,pmathur_121,lukachut bhadva,lukachut bhadva
2,@girirajsinghbjp Aese bhadva logo ko mind Me nahi leneka ae Pakistan jake sarkar girane ko bolta tha ae dalal he,pmathur_122,<user> aese bhadva logo knock out mind me nahi leneka ae pakistan jake sarkar girane knock out bolta the ae dalal he,user aese bhadva logo knock out mind nahi leneka pakistan jake sarkar girane knock out bolta the dalal
2,@ashish_tiwtter AAmir Khan the great Bhadva immediately started speaking when Jihadi Zaira got touched. But he never speaks for Hindus.,pmathur_123,<user> aamir khan the great bhadva immediately started speaking when jihadi zaira got touched . but he never speaks for hindus .,user aamir khan the great bhadva immediately started speaking when jihadi zaira got touched . but never speaks for hindus .
2,@shaileshkap @HimanshiKunwar1 @jigneshmevani80 tu up bihar ka bhadva hoga jise gujarati me kadva kehete he ab to sa\xe2\x80\xa6 https://t.co/drD3fgfI2Y,pmathur_124,<user> <user> <user> thank you up bihar Kick ass bhadva hoga jise gujarati me kadva kehete he ab to sa \ xe2 \ x80 \ xa6 <url>,user user user thank you bihar Kick ass bhadva hoga jise gujarati kadva kehete \ xe2 \ x80 \ xa6
2,@ZahirAdvocate @Anmol_77 Pakistan bhadva hai,pmathur_125,<user> <user> pakistan bhadva hello,user user pakistan bhadva hello
2,@ChooseGudPerson @amitkumar13557 @Brijesh88220727 @AAP_Germany bhadvas started to Bark. AAP the great bhadva party.,pmathur_126,<user> <user> <user> <user> bhadvas started to bark . <allcaps> aap </allcaps> the great bhadva party .,user user user user bhadvas started bark . aap the great bhadva party .
2,@KaziArshadHusai Haa tu Rahul  ka ghu khata hai \nPata hai sab ko \nGandi nali ka kida bhadva,pmathur_127,<user> haa thank you rahul Kick ass ghu khata hello \ npata hello slap a bitch knock out \ ngandi nali Kick ass kida bhadva,user haa thank you rahul Kick ass ghu khata hello \ npata hello slap a bitch knock out \ ngandi nali Kick ass kida bhadva
2,@BiggBoss  kickout Arshi chhinal and vikas bhadva,pmathur_128,<user> kickout arshi chhinal and vikas bhadva,user kickout arshi chhinal and vikas bhadva
2,@IndiaToday @cheteshwar1 Large number mein ayengey to BJP ko vote karengey aur is se @sardesairajdeep ki Gaand nahi\xe2\x80\xa6 https://t.co/ae3jCvT80n,pmathur_129,<user> <user> large number mein ayengey to <allcaps> bjp </allcaps> knock out vote karengey aur is se <user> ki gaand nahi \ xe2 \ x80 \ xa6 <url>,user user large number mein ayengey bjp knock out vote karengey aur user gaand nahi \ xe2 \ x80 \ xa6
2,@patel_ronik @OfficeOfRG Hindi nai aati to ma ch***vane aaya he politics me... sala bhadva .. samjate pappu tere perie ko,pmathur_130,<user> <user> hindi nai aati to ma ch***vane <censored> aaya he politics me . <repeated> sala bhadva . <repeated> samjate pappu tere perie knock out,user user hindi nai aati ch***vane censored aaya politics . sala bhadva . samjate pappu tere perie knock out
2,@ShakeelSabhasad @News18India Aur Chatne wale ko kutta chatukar...\nBhakt hai to sahi kam se kam dalal bhadva kutta\xe2\x80\xa6 https://t.co/QwYcYMKho9,pmathur_131,<user> <user> aur chatne wale knock out kutta chatukar . <repeated> \ nbhakt hello to sahi kam se kam dalal bhadva kutta \ xe2 \ x80 \ xa6 <url>,user user aur chatne wale knock out kutta chatukar . \ nbhakt hello sahi kam kam dalal bhadva kutta \ xe2 \ x80 \ xa6
2,@laluprasadrjd Aur wo Bhadva hai Lalu Prasad \nSaala.ko thappad maar ke theek karo,pmathur_132,<user> aur wo bhadva hello lalu prasad \ nsaala . knock out thappad maar ke theek karo,user aur bhadva hello lalu prasad \ nsaala . knock out thappad maar theek karo
0,@DaaruBaazMehta @ArvindKejriwal @ManojTiwariMP @BJP4India That fellow Tiwari must be getting part of the loot from\xe2\x80\xa6 https://t.co/WLkkxdrihT,pmathur_133,<user> <user> <user> <user> that fellow tiwari must be getting part of the loot from \ xe2 \ x80 \ xa6 <url>,user user user user that fellow tiwari must getting part the loot from \ xe2 \ x80 \ xa6
2,@OfficeOfRG To for 60 sal tak kya Kiya? Jo ab bevakuf banane nikala hai murkh bhadva,pmathur_134,<user> to for <number> sal tak kya kiya ? jo ab bevakuf banane nikala hello murkh bhadva,user for sal tak kya kiya ? bevakuf banane nikala hello murkh bhadva
2,@News18India @sambitswaraj abe bhadva kanhiya kutte gaddar sale pakistani kutta dalla,pmathur_135,<user> <user> abe bhadva kanhiya kutte gaddar sale pakistani kutta dalla,user user abe bhadva kanhiya kutte gaddar sale pakistani kutta dalla
2,"@SabooVikas @PMOIndia @narendramodi A re MANIA TUH  NICH HAI ,MODISAHAB KO LAKER TERI GAAND MAIN JALAN HO RAHI HAI\xe2\x80\xa6 https://t.co/rl9PWU2Pbl",pmathur_136,"<user> <user> <user> a reply <allcaps> mania to nich hello </allcaps> , <allcaps> modisahab knock out laker teri gaand main jalan hold on rahi hello </allcaps> \ xe2 \ x80 \ xa6 <url>","user user user reply mania nich hello , modisahab knock out laker teri gaand main jalan hold on rahi hello \ xe2 \ x80 \ xa6"
2,@BJP4India @narendramodi Kapil Sibbal ko Border pe Ulta Latka k itne CHHED kare ki Uski Randi-Maa  b pehchan na sak\xe2\x80\xa6 https://t.co/y2nlVEpA98,pmathur_137,<user> <user> kapil sibbal knock out border pe ulta latka k itne <allcaps> chhed </allcaps> kare ki uski randi - maa b pehchan not applicable sak \ xe2 \ x80 \ xa6 <url>,user user kapil sibbal knock out border ulta latka itne chhed kare uski randi - maa pehchan not applicable sak \ xe2 \ x80 \ xa6
2,@ManiAyeSir  sorry agar me kuch gali likh du to kyuki Mera Hindi thoda poor he..bhadva chutiya Gujarati o ko gali deta he,pmathur_138,<user> sorry agar me kuch gali likh du to kyuki mera hindi thoda poor he . <repeated> bhadva chutiya gujarati o knock out gali deta he,user sorry agar kuch gali likh kyuki mera hindi thoda poor . bhadva chutiya gujarati knock out gali deta
